,dataset,split,task_id,model,code,result,compiled,passed_tests,avg_test_time,loc,lloc,sloc,comments,multi,blank,single_comments,CC,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,MI
132,mbpp,train,132,canonical_solution,"# Write a function to find the index of the first occurrence of a given number in a sorted array.
def find_first_occurrence(A, x):
    (left, right) = (0, len(A) - 1)
    result = -1
    while left <= right:
        mid = (left + right) // 2
        if x == A[mid]:
            result = mid
            right = mid - 1
        elif x < A[mid]:
            right = mid - 1
        else:
            left = mid + 1
    return result",passed,True,True,6.828190000002602e-05,14,13,13,1,0,0,1,4,7,10,10,19,17,29,52.87076540327685,118.53642239625987,6.65,788.2672089351281,43.792622718618226,0.03951214079875329,76.53535489665786
133,mbpp,train,133,canonical_solution,"# Write a python function to find sum of products of all possible subarrays.
def sum_Of_Subarray_Prod(arr,n):
    ans = 0
    res = 0
    i = n - 1
    while (i >= 0):
        incr = arr[i]*(1 + res)
        ans += incr
        res = incr
        i -= 1
    return (ans)",passed,True,True,4.402883332659258e-05,11,10,10,1,0,0,1,2,4,9,6,12,13,18,36.52932501298081,66.60791492653966,2.6666666666666665,177.62110647077242,9.867839248376246,0.022202638308846556,82.96612085896375
134,mbpp,train,134,canonical_solution,"# Write a python function to toggle bits of the number except the first and the last bit.
def set_middle_bits(n):  
    n |= n >> 1; 
    n |= n >> 2; 
    n |= n >> 4; 
    n |= n >> 8; 
    n |= n >> 16;  
    return (n >> 1) ^ 1
def toggle_middle_bits(n): 
    if (n == 1): 
        return 1
    return n ^ set_middle_bits(n) ",passed,True,True,2.647049999999022e-05,12,11,11,1,0,0,1,1,4,15,14,28,19,42,66.60335893412778,178.41295556463058,3.7333333333333334,666.0750341079541,37.00416856155301,0.059470985188210194,78.35187701186841
135,mbpp,train,135,canonical_solution,"# Write a function to locate the left insertion point for a specified value in sorted order.
import bisect
def left_insertion(a, x):
    i = bisect.bisect_left(a, x)
    return i",passed,True,True,4.43008000000115e-05,5,4,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
136,mbpp,train,136,canonical_solution,"# Write a function to check whether the given string is starting with a vowel or not using regex.
import re 
regex = '^[aeiouAEIOU][A-Za-z0-9_]*'
def check_str(string): 
	if(re.search(regex, string)): 
		return (""Valid"") 
	else: 
		return (""Invalid"") ",passed,True,True,2.9969900000044922e-05,8,7,7,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
137,mbpp,train,137,canonical_solution,"# Write a function to calculate the geometric sum of n-1.
def geometric_sum(n):
  if n < 0:
    return 0
  else:
    return 1 / (pow(2, n)) + geometric_sum(n - 1)",passed,True,True,3.045566666438996e-05,6,5,5,1,0,0,1,2,4,6,4,8,10,12,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,5.905649946466422,0.013287712379549451,96.65715974306615
138,mbpp,train,138,canonical_solution,"# Write a python function to find the index of smallest triangular number with n digits.
import math 
def find_Index(n): 
    x = math.sqrt(2 * math.pow(10,(n - 1))); 
    return round(x); ",passed,True,True,2.552496666794468e-05,5,4,4,1,0,0,1,1,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,100.0
139,mbpp,train,139,canonical_solution,"# Write a function to convert the given tuple to a key-value dictionary using adjacent elements.
def tuple_to_dict(test_tup):
  res = dict(test_tup[idx : idx + 2] for idx in range(0, len(test_tup), 2))
  return (res) ",passed,True,True,8.373596666615413e-05,4,4,3,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
140,mbpp,train,140,canonical_solution,"# Write a python function to check whether all the characters are same or not.
def all_Characters_Same(s) :
    n = len(s)
    for i in range(1,n) :
        if s[i] != s[0] :
            return False
    return True",passed,True,True,2.8451766665208802e-05,7,6,6,1,0,0,1,3,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,99.76897859774995
141,mbpp,train,141,canonical_solution,"# Write a function to caluclate the area of a tetrahedron.
import math
def area_tetrahedron(side):
  area = math.sqrt(3)*(side*side)
  return area",passed,True,True,3.042623333347668e-05,5,4,4,1,0,0,1,1,1,3,2,4,4,6,4.754887502163469,12.0,0.6666666666666666,8.0,0.4444444444444444,0.004,100.0
142,mbpp,train,142,canonical_solution,"# Write a function to rotate a given list by specified number of items to the right direction.
def rotate_right(list1,m,n):
  result =  list1[-(m):]+list1[:-(n)]
  return result",passed,True,True,0.00011113629999878563,4,4,3,1,0,0,1,1,2,4,3,4,6,7,10.0,18.094737505048094,1.0,18.094737505048094,1.0052631947248942,0.006031579168349364,100.0
143,mbpp,train,143,canonical_solution,"# Write a function to check if the given tuple has any none value or not.
def check_none(test_tup):
  res = any(map(lambda ele: ele is None, test_tup))
  return (res) ",passed,True,True,4.6201233332491634e-05,4,4,3,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
144,mbpp,train,144,canonical_solution,"# Write a function to find numbers within a given range where every number is divisible by every digit it contains.
def divisible_by_digits(startnum, endnum):
    return [n for n in range(startnum, endnum+1) \
                if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]",passed,True,True,0.00011189723333207743,4,3,3,1,0,0,1,4,6,10,6,11,16,17,48.72905595320056,68.0,3.3,224.39999999999998,12.466666666666665,0.02266666666666667,100.0
145,mbpp,train,145,canonical_solution,"# Write a function to find area of a sector.
def sector_area(r,a):
    pi=22/7
    if a >= 360:
        return None
    sectorarea = (pi*r**2) * (a/360)
    return sectorarea",passed,True,True,3.3494300002227346e-05,7,6,6,1,0,0,1,2,4,10,6,12,14,18,41.219280948873624,68.53238859703687,2.4,164.4777326328885,9.13765181293825,0.022844129532345624,91.78985941703573
146,mbpp,train,146,canonical_solution,"# Write a function to find the longest common subsequence for the given three string sequence.
def lcs_of_three(X, Y, Z, m, n, o): 
	L = [[[0 for i in range(o+1)] for j in range(n+1)] 
		for k in range(m+1)] 
	for i in range(m+1): 
		for j in range(n+1): 
			for k in range(o+1): 
				if (i == 0 or j == 0 or k == 0): 
					L[i][j][k] = 0
				elif (X[i-1] == Y[j-1] and
					X[i-1] == Z[k-1]): 
					L[i][j][k] = L[i-1][j-1][k-1] + 1
				else: 
					L[i][j][k] = max(max(L[i-1][j][k], 
					L[i][j-1][k]), 
									L[i][j][k-1]) 
	return L[m][n][o]",passed,True,True,0.0007833966666680681,17,12,16,1,0,0,1,12,5,18,24,49,23,73,86.66829050039843,330.22002279216196,6.805555555555555,2247.33071066888,124.8517061482711,0.11007334093072065,71.68642933491307
147,mbpp,train,147,canonical_solution,"# Write a function to put spaces between words starting with capital letters in a given string by using regex.
import re
def capital_words_spaces(str1):
  return re.sub(r""(\w)([A-Z])"", r""\1 \2"", str1)",passed,True,True,4.454376666558346e-05,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
148,mbpp,train,148,canonical_solution,"# Write a function to sort a given list of strings of numbers numerically.
def sort_numeric_strings(nums_str):
    result = [int(x) for x in nums_str]
    result.sort()
    return result",passed,True,True,0.00012684319999986353,5,4,4,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
149,mbpp,train,149,canonical_solution,"# Write a function to add the given tuple to the given list.
def add_tuple(test_list, test_tup):
  test_list += test_tup
  return (test_list) ",passed,True,True,7.056866666630413e-05,4,3,3,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
150,mbpp,train,150,canonical_solution,"# Write a function to check if the given array represents min heap or not.
def check_min_heap(arr, i):
    if 2 * i + 2 > len(arr):
        return True
    left_child = (arr[i] <= arr[2 * i + 1]) and check_min_heap(arr, 2 * i + 1)
    right_child = (2 * i + 2 == len(arr)) or (arr[i] <= arr[2 * i + 2] 
                                      and check_min_heap(arr, 2 * i + 2))
    return left_child and right_child",passed,True,True,5.747446666646283e-05,8,6,7,1,0,0,1,6,7,25,20,40,32,60,135.74788919877133,300.0,5.6,1680.0,93.33333333333333,0.1,85.50314424034941
151,mbpp,train,151,canonical_solution,"# Write a function to find the nth jacobsthal number.
def jacobsthal_num(n): 
	dp = [0] * (n + 1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = dp[i - 1] + 2 * dp[i - 2] 
	return dp[n]",passed,True,True,2.7770966668564748e-05,8,7,7,1,0,0,1,2,3,9,7,14,12,21,33.28421251514428,75.28421251514429,2.3333333333333335,175.66316253533668,9.759064585296482,0.025094737505048096,88.78491120311229
152,mbpp,train,152,canonical_solution,"# Write a function to find minimum k records from tuple list.
def min_k(test_list, K):
  res = sorted(test_list, key = lambda x: x[1])[:K]
  return (res) ",passed,True,True,0.00011356773333327889,4,4,3,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
153,mbpp,train,153,canonical_solution,"# Write a function to find common index elements from three lists.
def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if (m == n == o):
            result.append(m)
    return result",passed,True,True,0.00012048120000069199,7,6,6,1,0,0,1,3,1,3,2,3,4,5,4.754887502163469,10.0,0.5,5.0,0.2777777777777778,0.0033333333333333335,97.50831035689417
154,mbpp,train,154,canonical_solution,"# Write a function to find the second smallest number in a list.
def second_smallest(numbers):
  if (len(numbers)<2):
    return
  if ((len(numbers)==2)  and (numbers[0] == numbers[1]) ):
    return
  dup_items = set()
  uniq_items = []
  for x in numbers:
    if x not in dup_items:
      uniq_items.append(x)
      dup_items.add(x)
  uniq_items.sort()    
  return  uniq_items[1] ",passed,True,True,4.940283333307131e-05,14,13,13,1,0,0,1,6,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546,78.57356295416479
155,mbpp,train,155,canonical_solution,"# Write a function that matches a string that has an a followed by zero or one 'b'.
import re
def text_match_zero_one(text):
        patterns = 'ab?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')",passed,True,True,3.252830000140724e-05,8,7,7,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
156,mbpp,train,156,canonical_solution,"# Write a function to count the pairs of reverse strings in the given string list.
def count_reverse_pairs(test_list):
  res = sum([1 for idx in range(0, len(test_list)) for idxn in range(idx, len( 
	test_list)) if test_list[idxn] == str(''.join(list(reversed(test_list[idx]))))]) 
  return str(res)",passed,True,True,7.057986666628343e-05,5,3,4,1,0,0,1,4,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
157,mbpp,train,157,canonical_solution,"# Write a function to count number of unique lists within a list.
def unique_sublists(list1):
    result ={}
    for l in  list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result",passed,True,True,0.00016993339999847498,8,7,7,1,0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
158,mbpp,train,158,canonical_solution,"# Write a function to check a decimal with a precision of 2.
def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    result = dnumre.search(num)
    return bool(result)",passed,True,True,2.928376666678408e-05,6,5,5,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
159,mbpp,train,159,canonical_solution,"# Write a python function to check whether an array contains only one distinct element or not.
def unique_Element(arr,n):
    s = set(arr)
    if (len(s) == 1):
        return ('YES')
    else:
        return ('NO')",passed,True,True,4.725810000157556e-05,7,6,6,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,99.90348152172656
160,mbpp,train,160,canonical_solution,"# Write a function to caluclate arc length of an angle.
def arc_length(d,a):
    pi=22/7
    if a >= 360:
        return None
    arclength = (pi*d) * (a/360)
    return arclength",passed,True,True,3.5516933333212816e-05,7,6,6,1,0,0,1,2,3,8,5,10,11,15,28.75488750216347,51.89147427955947,1.875,97.296514274174,5.405361904120777,0.01729715809318649,92.63570161982383
161,mbpp,train,161,canonical_solution,"# Write a function to check whether the given month number contains 30 days or not.
def check_monthnumber_number(monthnum3):
  if(monthnum3==4 or monthnum3==6 or monthnum3==9 or monthnum3==11):
    return True
  else:
    return False",passed,True,True,2.4551166666242354e-05,6,5,5,1,0,0,1,5,2,9,5,12,11,17,30.529325012980813,58.81033751683406,1.3333333333333333,78.41378335577875,4.356321297543264,0.019603445838944685,95.071135599143
162,mbpp,train,162,canonical_solution,"# Write a python function to find the minimum difference between any two elements in a given array.
def find_Min_Diff(arr,n): 
    arr = sorted(arr) 
    diff = 10**20 
    for i in range(n-1): 
        if arr[i+1] - arr[i] < diff: 
            diff = arr[i+1] - arr[i]  
    return diff ",passed,True,True,5.1081566666274134e-05,8,7,7,1,0,0,1,3,4,11,7,14,15,21,46.053747805010275,82.0447025077789,2.5454545454545454,208.84106092889172,11.602281162716206,0.02734823416925963,88.38890666635933
163,mbpp,train,163,canonical_solution,"# Write a python function to count numeric values in a given string.
def number_ctr(str):
      number_ctr= 0
      for i in range(len(str)):
          if str[i] >= '0' and str[i] <= '9': number_ctr += 1     
      return  number_ctr",passed,True,True,3.051936666669993e-05,6,6,5,1,0,0,1,4,4,8,4,8,12,12,32.0,43.01955000865388,2.0,86.03910001730776,4.779950000961542,0.014339850002884626,94.42916969027526
164,mbpp,train,164,canonical_solution,"# Write a function to find nth polite number.
import math 
def is_polite(n): 
	n = n + 1
	return (int)(n+(math.log((n + math.log(n, 2)), 2))) ",passed,True,True,2.7597466665459554e-05,5,4,4,1,0,0,1,1,1,4,3,6,5,9,8.0,20.89735285398626,0.75,15.673014640489694,0.8707230355827608,0.0069657842846620865,100.0
165,mbpp,train,165,canonical_solution,"# Write a function to iterate over all pairs of consecutive items in a given list.
def pair_wise(l1):
    temp = []
    for i in range(len(l1) - 1):
        current_element, next_element = l1[i], l1[i + 1]
        x = (current_element, next_element)
        temp.append(x)
    return temp",passed,True,True,0.00015854156666676998,8,7,7,1,0,0,1,2,2,3,2,4,5,6,6.754887502163469,13.931568569324174,1.3333333333333333,18.575424759098897,1.0319680421721609,0.004643856189774725,93.91531351069978
166,mbpp,train,166,canonical_solution,"# Write a python function to count the number of pairs whose sum is equal to ‘sum’.
def get_Pairs_Count(arr,n,sum):
    count = 0  
    for i in range(0,n):
        for j in range(i + 1,n):
            if arr[i] + arr[j] == sum:
                count += 1
    return count",passed,True,True,4.088156666739451e-05,8,7,7,1,0,0,1,4,2,7,4,8,9,12,21.651484454403228,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252,90.59181795179379
167,mbpp,train,167,canonical_solution,"# Write a python function to check for odd parity of a given number.
def check_Odd_Parity(x): 
    parity = 0
    while (x != 0): 
        x = x & (x - 1) 
        parity += 1
    if (parity % 2 == 1): 
        return True
    else: 
        return False",passed,True,True,2.5395733337063577e-05,10,9,9,1,0,0,1,3,6,7,6,12,13,18,35.161259458730164,66.60791492653966,5.142857142857143,342.5549910507754,19.03083283615419,0.022202638308846556,84.64014668430399
168,mbpp,train,168,canonical_solution,"# Write a python function to get the difference between two lists.
def Diff(li1,li2):
    return (list(list(set(li1)-set(li2)) + list(set(li2)-set(li1))))
 ",passed,True,True,8.878946666660189e-05,4,2,2,1,0,1,1,1,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,1.5,0.009,100.0
169,mbpp,train,169,canonical_solution,"# Write a python function to find the sum of fourth power of first n odd natural numbers.
def odd_Num_Sum(n) : 
    j = 0
    sm = 0
    for i in range(1,n + 1) : 
        j = (2*i-1) 
        sm = sm + (j*j*j*j)   
    return sm ",passed,True,True,2.807460000440187e-05,8,7,7,1,0,0,1,2,3,10,7,14,13,21,37.974168451037094,77.70923408096293,2.1,163.18939157002217,9.066077309445676,0.025903078026987644,88.68850246908275
170,mbpp,train,170,canonical_solution,"# Write a function to check if the given expression is balanced or not.
from collections import deque
def check_expression(exp):
    if len(exp) & 1:
        return False
    stack = deque()
    for ch in exp:
        if ch == '(' or ch == '{' or ch == '[':
            stack.append(ch)
        if ch == ')' or ch == '}' or ch == ']':
            if not stack:
                return False
            top = stack.pop()
            if (top == '(' and ch != ')') or (top == '{' and ch != '}' or (top == '[' and ch != ']')):
                return False
    return not stack",passed,True,True,3.1557966666658405e-05,16,15,15,1,0,0,1,16,6,27,22,44,33,66,143.89173756274062,332.93001187765793,4.888888888888889,1627.6578358463278,90.42543532479598,0.11097667062588598,69.43903653344306
171,mbpp,train,171,canonical_solution,"# Write a function to remove all the words with k length in the given string.
def remove_length(test_str, K):
  temp = test_str.split()
  res = [ele for ele in temp if len(ele) != K]
  res = ' '.join(res)
  return (res) ",passed,True,True,3.554253333201511e-05,6,5,5,1,0,0,1,3,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
172,mbpp,train,172,canonical_solution,"# Write a function to find the occurrence and position of the substrings within a string.
import re
def occurance_substring(text,pattern):
 for match in re.finditer(pattern, text):
    s = match.start()
    e = match.end()
    return (text[s:e], s, e)",passed,True,True,5.4015733333775036e-05,7,7,6,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
173,mbpp,train,173,canonical_solution,"# Write a function to check if the string is a valid email address or not using regex.
import re 
regex = '^[a-z0-9]+[\._]?[a-z0-9]+[@]\w+[.]\w{2,3}$'
def check_email(email): 
	if(re.search(regex,email)): 
		return (""Valid Email"") 
	else: 
		return (""Invalid Email"") ",passed,True,True,3.291706666459504e-05,8,7,7,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
174,mbpp,train,174,canonical_solution,"# Write a python function to check whether every odd index contains odd numbers of a given list.
def odd_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))",passed,True,True,4.736073333333479e-05,3,2,2,1,0,0,1,2,2,5,3,6,7,9,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813,100.0
175,mbpp,train,175,canonical_solution,"# Write a function to count those characters which have vowels as their neighbors in the given string.
def count_vowels(test_str):
  res = 0
  vow_list = ['a', 'e', 'i', 'o', 'u']
  for idx in range(1, len(test_str) - 1):
    if test_str[idx] not in vow_list and (test_str[idx - 1] in vow_list or test_str[idx + 1] in vow_list):
      res += 1
  if test_str[0] not in vow_list and test_str[1] in vow_list:
    res += 1
  if test_str[-1] not in vow_list and test_str[-2] in vow_list:
    res += 1
  return (res) ",passed,True,True,3.997433333324807e-05,12,11,11,1,0,0,1,9,7,21,19,36,28,55,111.8901503327572,264.4045207131682,6.0,1586.4271242790091,88.13484023772273,0.08813484023772274,76.21411519271709
176,mbpp,train,176,canonical_solution,"# Write a python function to find the sum of non-repeated elements in a given array.
def find_Sum(arr,n): 
    arr.sort() 
    sum = arr[0] 
    for i in range(0,n-1): 
        if (arr[i] != arr[i+1]): 
            sum = sum + arr[i+1]   
    return sum",passed,True,True,6.674190000050354e-05,8,7,7,1,0,0,1,3,3,7,5,10,10,15,24.406371956566698,49.82892142331044,2.142857142857143,106.77626019280808,5.932014455156004,0.016609640474436815,89.90532605728808
177,mbpp,train,177,canonical_solution,"# Write a function to pack consecutive duplicates of a given list elements into sublists.
from itertools import groupby
def pack_consecutive_duplicates(list1):
    return [list(group) for key, group in groupby(list1)]",passed,True,True,0.0001617155333330326,4,3,3,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
178,mbpp,train,178,canonical_solution,"# Write a function to count the number of unique lists within a list.
def unique_sublists(list1):
    result ={}
    for l in list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result",passed,True,True,0.00015632336666631847,8,7,7,1,0,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
179,mbpp,train,179,canonical_solution,"# Write a function to find the combinations of sums with tuples in the given tuple list.
from itertools import combinations 
def find_combinations(test_list):
  res = [(b1 + a1, b2 + a2) for (a1, a2), (b1, b2) in combinations(test_list, 2)]
  return (res) ",passed,True,True,0.00015637343334068038,5,4,4,1,0,0,1,2,1,4,2,4,5,6,8.0,13.931568569324174,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725,100.0
180,mbpp,train,180,canonical_solution,"# Write a python function to check whether the count of divisors is even or odd.
import math 
def count_Divisors(n) : 
    count = 0
    for i in range(1, (int)(math.sqrt(n)) + 2) : 
        if (n % i == 0) : 
            if( n // i == i) : 
                count = count + 1
            else : 
                count = count + 2
    if (count % 2 == 0) : 
        return (""Even"") 
    else : 
        return (""Odd"") ",passed,True,True,2.9455066666628227e-05,14,13,13,1,0,0,1,5,4,10,9,18,14,27,41.219280948873624,102.7985828955553,3.6,370.07489842399906,20.559716579111058,0.03426619429851843,76.83402932875944
181,mbpp,train,181,canonical_solution,"# Write a python function to find the sum of all odd length subarrays.
def Odd_Length_Sum(arr):
    Sum = 0
    l = len(arr)
    for i in range(l):
        Sum += ((((i + 1) *(l - i) + 1) // 2) * arr[i])
    return Sum",passed,True,True,3.96568333333865e-05,7,6,6,1,0,0,1,2,4,12,7,14,16,21,51.01955000865388,84.0,2.3333333333333335,196.0,10.88888888888889,0.028,91.17099756717711
182,mbpp,train,182,canonical_solution,"# Write a function to convert rgb color to hsv color.
def rgb_to_hsv(r, g, b):
    r, g, b = r/255.0, g/255.0, b/255.0
    mx = max(r, g, b)
    mn = min(r, g, b)
    df = mx-mn
    if mx == mn:
        h = 0
    elif mx == r:
        h = (60 * ((g-b)/df) + 360) % 360
    elif mx == g:
        h = (60 * ((b-r)/df) + 120) % 360
    elif mx == b:
        h = (60 * ((r-g)/df) + 240) % 360
    if mx == 0:
        s = 0
    else:
        s = (df/mx)*100
    v = mx*100
    return h, s, v",passed,True,True,5.6027966666268486e-05,20,19,19,1,0,0,1,6,6,26,27,54,32,81,137.72120767599534,405.0,6.230769230769231,2523.4615384615386,140.1923076923077,0.135,66.42288593101954
183,mbpp,train,183,canonical_solution,"# Write a function to find the product of first even and odd number of a given list.
def mul_even_odd(list1):
    first_even = next((el for el in list1 if el%2==0),-1)
    first_odd = next((el for el in list1 if el%2!=0),-1)
    return (first_even*first_odd)",passed,True,True,6.192406666514217e-05,5,4,4,1,0,0,1,5,5,8,7,12,13,19,35.60964047443681,70.30835464468075,3.75,263.6563299175528,14.647573884308489,0.02343611821489358,98.41907886172473
184,mbpp,train,184,canonical_solution,"# Write a function to convert tuple string to integer tuple.
def tuple_str_int(test_str):
  res = tuple(int(num) for num in test_str.replace('(', '').replace(')', '').replace('...', '').split(', '))
  return (res) ",passed,True,True,4.327313333002773e-05,4,3,3,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
185,mbpp,train,185,canonical_solution,"# Write a function to locate the right insertion point for a specified value in sorted order.
import bisect
def right_insertion(a, x):
    i = bisect.bisect_right(a, x)
    return i",passed,True,True,4.6460633332875055e-05,5,4,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
186,mbpp,train,186,canonical_solution,"# Write a function that matches a string that has an a followed by three 'b'.
import re
def text_match_three(text):
        patterns = 'ab{3}?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')",passed,True,True,3.291719999651832e-05,8,7,7,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
187,mbpp,train,187,canonical_solution,"# Write a function to create a new tuple from the given string and list.
def new_tuple(test_list, test_str):
  res = tuple(test_list + [test_str])
  return (res) ",passed,True,True,5.290583333135146e-05,4,3,3,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
188,mbpp,train,188,canonical_solution,"# Write a function to calculate the perimeter of a regular polygon.
from math import tan, pi
def perimeter_polygon(s,l):
  perimeter = s*l
  return perimeter",passed,True,True,2.879096666674741e-05,5,4,4,1,0,0,1,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
189,mbpp,train,189,canonical_solution,"# Write a python function to check whether every even index contains even numbers of a given list.
def even_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))",passed,True,True,4.616896667357651e-05,3,2,2,1,0,0,1,2,2,5,3,6,7,9,13.60964047443681,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813,100.0
190,mbpp,train,190,canonical_solution,"# Write a function to remove the nested record from the given tuple.
def remove_nested(test_tup):
  res = tuple()
  for count, ele in enumerate(test_tup):
    if not isinstance(ele, tuple):
      res = res + (ele, )
  return (res) ",passed,True,True,7.547863333267439e-05,7,6,6,1,0,0,1,3,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,97.05444847162289
191,mbpp,train,191,canonical_solution,"# Write a python function to count the number of lists in a given number of lists.
def count_list(input_list): 
    return len(input_list)",passed,True,True,6.376500000063365e-05,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
192,mbpp,train,192,canonical_solution,"# Write a python function to find the last position of an element in a sorted array.
def last(arr,x,n):
    low = 0
    high = n - 1
    res = -1  
    while (low <= high):
        mid = (low + high) // 2 
        if arr[mid] > x:
            high = mid - 1
        elif arr[mid] < x:
            low = mid + 1
        else:
            res = mid
            low = mid + 1
    return res",passed,True,True,6.365866666631821e-05,15,14,14,1,0,0,1,4,7,10,10,19,17,29,52.87076540327685,118.53642239625987,6.65,788.2672089351281,43.792622718618226,0.03951214079875329,75.31678121747517
193,mbpp,train,193,canonical_solution,"# Write a function that matches a string that has an 'a' followed by anything, ending in 'b'.
import re
def text_starta_endb(text):
        patterns = 'a.*?b$'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')",passed,True,True,2.4652999999830173e-05,8,7,7,1,0,0,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
194,mbpp,train,194,canonical_solution,"# Write a function to find the n - cheap price items from a given dataset using heap queue algorithm.
import heapq
def cheap_items(items,n):
  cheap_items = heapq.nsmallest(n, items, key=lambda s: s['price'])
  return cheap_items",passed,True,True,0.00012672163332657269,5,5,4,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
195,mbpp,train,195,canonical_solution,"# Write function to find the sum of all items in the given dictionary.
def return_sum(dict):
  sum = 0
  for i in dict.values():
    sum = sum + i
  return sum",passed,True,True,6.684703333424599e-05,6,5,5,1,0,0,1,2,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,100.0
196,mbpp,train,196,canonical_solution,"# Write a python function to find the sum of all odd natural numbers within the range l and r.
def sum_Odd(n): 
    terms = (n + 1)//2
    sum1 = terms * terms 
    return sum1  
def sum_in_Range(l,r): 
    return sum_Odd(r) - sum_Odd(l - 1)",passed,True,True,3.202873333331506e-05,7,6,6,1,0,0,1,1,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,6.852666144705727,0.01850219859070546,92.56540557918817
